municipality,eur_m2,period,source
Atarfe,5.23,2024,SERPAVI
Baza,3.66,2024,SERPAVI
Beas de Granada,3.07,2024,SERPAVI
Benalúa,2.97,2024,SERPAVI
Cájar,6.46,2024,SERPAVI
Caniles,2.81,2024,SERPAVI
Capileira,2.13,2024,SERPAVI
Cenes de la Vega,6.2,2024,SERPAVI
Cijuela,5.47,2024,SERPAVI
Cogollos de la Vega,4.21,2024,SERPAVI
Cortes de Baza,2.27,2023,SERPAVI
Cúllar,2.71,2024,SERPAVI
Cúllar Vega,5.39,2024,SERPAVI
Chauchina,3.82,2024,SERPAVI
Churriana de la Vega,6.08,2024,SERPAVI
Deifontes,3.4,2024,SERPAVI
Dílar,3.9,2024,SERPAVI
Dúrcal,3.05,2024,SERPAVI
Fuente Vaqueros,4.48,2024,SERPAVI
Gójar,5.32,2024,SERPAVI
Granada,6.85,2024,SERPAVI
Guadix,4.15,2024,SERPAVI
Gualchos,5.21,2024,SERPAVI
Güejar Sierra,5.36,2024,SERPAVI
Güevéjar,5.43,2024,SERPAVI
Huéneja,2.49,2024,SERPAVI
Huéscar,2.91,2024,SERPAVI
Huétor de Santillán,3.68,2024,SERPAVI
Huétor Tájar,3.57,2024,SERPAVI
Huétor Vega,6.28,2024,SERPAVI
Illora,3.4,2024,SERPAVI
Iznalloz,3.32,2024,SERPAVI
Jun,4.7,2024,SERPAVI
Láchar,5.0,2024,SERPAVI
Lanjarón,3.87,2024,SERPAVI
Lecrín,2.85,2024,SERPAVI
Loja,3.53,2024,SERPAVI
"Malahá, La",5.6,2024,SERPAVI
Maracena,5.88,2024,SERPAVI
Moclín,2.45,2024,SERPAVI
Molvízar,3.1,2024,SERPAVI
Monachil,6.45,2024,SERPAVI
Montefrío,2.72,2024,SERPAVI
Moraleda de Zafayona,4.83,2024,SERPAVI
Motril,5.44,2024,SERPAVI
Nigüelas,3.09,2024,SERPAVI
Nívar,2.99,2024,SERPAVI
Ogíjares,6.11,2024,SERPAVI
Órgiva,3.42,2024,SERPAVI
Otura,5.49,2024,SERPAVI
Padul,4.41,2024,SERPAVI
Pampaneira,1.85,2024,SERPAVI
Peligros,5.28,2024,SERPAVI
Pinos Genil,5.84,2024,SERPAVI
Pinos Puente,3.51,2024,SERPAVI
Polopos,4.65,2024,SERPAVI
Pulianas,5.42,2024,SERPAVI
Quéntar,2.92,2024,SERPAVI
Rubite,5.75,2022,SERPAVI
Salobreña,5.0,2024,SERPAVI
Santa Fe,5.06,2024,SERPAVI
Sorvilán,4.06,2024,SERPAVI
Ugíjar,3.16,2024,SERPAVI
Vélez de Benaudalla,5.67,2024,SERPAVI
Ventas de Huelma,3.9,2024,SERPAVI
Víznar,3.66,2024,SERPAVI
Zafarraya,2.88,2024,SERPAVI
"Zubia, La",5.93,2024,SERPAVI
Zújar,2.12,2024,SERPAVI
"Taha, La",1.6,2024,SERPAVI
"Gabias, Las",6.08,2024,SERPAVI
"Guajares, Los",3.15,2024,SERPAVI
Valle del Zalabí,2.56,2024,SERPAVI
Vegas del Genil,4.69,2024,SERPAVI
Cuevas del Campo,3.52,2024,SERPAVI
Torrenueva Costa,6.29,2024,SERPAVI
Albalate de Zorita,4.42,2024,SERPAVI
Albares,3.22,2024,SERPAVI
Almoguera,2.45,2024,SERPAVI
Almonacid de Zorita,3.13,2024,SERPAVI
Alovera,7.54,2024,SERPAVI
Armuña de Tajuña,3.52,2024,SERPAVI
Atienza,2.33,2024,SERPAVI
Azuqueca de Henares,7.58,2024,SERPAVI
Brihuega,4.84,2024,SERPAVI
Cabanillas del Campo,7.1,2024,SERPAVI
Campillo de Ranas,3.62,2024,SERPAVI
"Casar, El",7.56,2024,SERPAVI
Cifuentes,4.19,2024,SERPAVI
Cogolludo,3.54,2024,SERPAVI
Corduente,2.16,2023,SERPAVI
Chiloeches,6.97,2024,SERPAVI
Espinosa de Henares,2.84,2024,SERPAVI
Fontanar,5.56,2024,SERPAVI
Fuentenovilla,3.88,2024,SERPAVI
Galápagos,5.97,2024,SERPAVI
Guadalajara,7.25,2024,SERPAVI
Hita,3.16,2024,SERPAVI
Horche,6.26,2024,SERPAVI
Humanes,6.0,2024,SERPAVI
Illana,5.01,2024,SERPAVI
Jadraque,3.31,2024,SERPAVI
Loranca de Tajuña,6.56,2024,SERPAVI
Lupiana,3.09,2024,SERPAVI
Marchamalo,7.52,2024,SERPAVI
Molina de Aragón,4.04,2024,SERPAVI
Mondéjar,4.45,2024,SERPAVI
Pareja,4.39,2024,SERPAVI
Pastrana,3.96,2024,SERPAVI
Pioz,5.95,2024,SERPAVI
Pozo de Guadalajara,7.09,2024,SERPAVI
Quer,5.8,2024,SERPAVI
Sacedón,4.62,2024,SERPAVI
Sigüenza,4.78,2024,SERPAVI
Tendilla,4.43,2024,SERPAVI
Torija,3.91,2024,SERPAVI
Torrejón del Rey,7.0,2024,SERPAVI
Tórtola de Henares,4.23,2024,SERPAVI
Trijueque,7.4,2024,SERPAVI
Trillo,2.98,2024,SERPAVI
Uceda,5.99,2024,SERPAVI
Valdeaveruelo,5.19,2024,SERPAVI
Villanueva de la Torre,8.57,2024,SERPAVI
Yebes,6.25,2024,SERPAVI
Yebra,1.89,2024,SERPAVI
Yunquera de Henares,6.47,2024,SERPAVI
Aduna,7.56,2024,SERPAVI
Aizarnazabal,7.4,2024,SERPAVI
Alegia,7.2,2024,SERPAVI
Amezketa,7.39,2024,SERPAVI
Andoain,9.1,2024,SERPAVI
Anoeta,7.78,2024,SERPAVI
Antzuola,6.12,2024,SERPAVI
Aretxabaleta,8.36,2024,SERPAVI
Asteasu,7.46,2024,SERPAVI
Ataun,6.02,2024,SERPAVI
Aia,7.51,2024,SERPAVI
Azkoitia,7.02,2024,SERPAVI
Azpeitia,6.96,2024,SERPAVI
Beasain,8.77,2024,SERPAVI
Berastegi,7.14,2024,SERPAVI
Berrobi,7.26,2024,SERPAVI
Zegama,6.33,2024,SERPAVI
Zestoa,6.55,2024,SERPAVI
Zizurkil,7.73,2024,SERPAVI
Deba,9.05,2024,SERPAVI
Eibar,8.64,2024,SERPAVI
Elgoibar,7.56,2024,SERPAVI
Elgeta,6.22,2024,SERPAVI
Eskoriatza,7.42,2024,SERPAVI
Ezkio-Itsaso,5.96,2022,SERPAVI
Hondarribia,11.26,2024,SERPAVI
Gabiria,4.54,2024,SERPAVI
Getaria,9.5,2024,SERPAVI
Hernani,9.78,2024,SERPAVI
Ibarra,7.92,2024,SERPAVI
Idiazabal,8.13,2024,SERPAVI
Ikaztegieta,5.31,2024,SERPAVI
Irun,9.88,2024,SERPAVI
Irura,8.8,2024,SERPAVI
Itsasondo,7.16,2024,SERPAVI
Lazkao,7.38,2024,SERPAVI
Leaburu,7.87,2024,SERPAVI
Legazpi,7.02,2024,SERPAVI
Legorreta,6.6,2024,SERPAVI
Lezo,10.16,2024,SERPAVI
Lizartza,6.67,2024,SERPAVI
Arrasate / Mondragón,9.01,2024,SERPAVI
Mutriku,8.06,2024,SERPAVI
Olaberria,6.61,2024,SERPAVI
Oñati,6.69,2024,SERPAVI
Orio,9.15,2024,SERPAVI
Ormaiztegi,6.98,2024,SERPAVI
Oiartzun,9.01,2024,SERPAVI
Pasaia,10.92,2024,SERPAVI
Soraluze-Placencia de las Armas,7.71,2024,SERPAVI
Errenteria,10.83,2024,SERPAVI
Donostia / San Sebastián,13.99,2024,SERPAVI
Segura,7.18,2024,SERPAVI
Tolosa,9.01,2024,SERPAVI
Urnieta,9.47,2024,SERPAVI
Usurbil,9.8,2024,SERPAVI
Bergara,7.74,2024,SERPAVI
Villabona,8.09,2024,SERPAVI
Ordizia,8.41,2024,SERPAVI
Urretxu,7.32,2024,SERPAVI
Zaldibia,6.15,2024,SERPAVI
Zarautz,11.38,2024,SERPAVI
Zumarraga,7.85,2024,SERPAVI
Zumaia,9.25,2024,SERPAVI
Mendaro,7.32,2024,SERPAVI
Lasarte-Oria,10.63,2024,SERPAVI
Astigarraga,11.4,2024,SERPAVI
Aljaraque,7.07,2024,SERPAVI
Almonaster la Real,3.04,2024,SERPAVI
Almonte,5.54,2024,SERPAVI
Alosno,3.21,2024,SERPAVI
Aracena,4.54,2024,SERPAVI
Aroche,2.62,2024,SERPAVI
Ayamonte,5.2,2024,SERPAVI
Beas,3.71,2024,SERPAVI
Bollullos Par del Condado,4.02,2024,SERPAVI
Bonares,3.35,2024,SERPAVI
Cala,3.64,2022,SERPAVI
Calañas,3.69,2024,SERPAVI
"Campillo, El",4.06,2024,SERPAVI
Cartaya,4.65,2024,SERPAVI
"Cerro de Andévalo, El",3.5,2024,SERPAVI
Corteconcepción,3.11,2023,SERPAVI
Cortegana,3.93,2024,SERPAVI
Chucena,3.76,2022,SERPAVI
Fuenteheridos,3.95,2024,SERPAVI
Galaroza,2.48,2024,SERPAVI
Gibraleón,4.69,2024,SERPAVI
Higuera de la Sierra,3.78,2024,SERPAVI
Hinojos,3.5,2024,SERPAVI
Huelva,6.79,2024,SERPAVI
Isla Cristina,5.48,2024,SERPAVI
Jabugo,2.98,2024,SERPAVI
Lepe,5.09,2024,SERPAVI
Lucena del Puerto,3.46,2024,SERPAVI
Minas de Riotinto,5.43,2024,SERPAVI
Moguer,5.34,2024,SERPAVI
Nerva,2.89,2024,SERPAVI
Niebla,4.12,2024,SERPAVI
"Palma del Condado, La",4.23,2024,SERPAVI
Palos de la Frontera,4.94,2024,SERPAVI
Paterna del Campo,3.11,2024,SERPAVI
Puebla de Guzmán,2.29,2024,SERPAVI
Punta Umbría,6.35,2024,SERPAVI
Rociana del Condado,3.15,2024,SERPAVI
San Bartolomé de la Torre,3.34,2024,SERPAVI
San Juan del Puerto,4.66,2024,SERPAVI
Trigueros,3.57,2024,SERPAVI
Valverde del Camino,3.48,2024,SERPAVI
Villablanca,3.59,2024,SERPAVI
Villanueva de los Castillejos,2.61,2024,SERPAVI
Villarrasa,3.27,2024,SERPAVI
Zalamea la Real,3.08,2024,SERPAVI
Zufre,3.31,2024,SERPAVI
Albalate de Cinca,3.62,2024,SERPAVI
Albelda,2.53,2024,SERPAVI
Alcolea de Cinca,3.56,2024,SERPAVI
Almudévar,4.71,2024,SERPAVI
Almunia de San Juan,2.1,2023,SERPAVI
Altorricón,3.93,2024,SERPAVI
Ayerbe,3.82,2024,SERPAVI
Barbastro,5.34,2024,SERPAVI
Belver de Cinca,3.12,2024,SERPAVI
Benabarre,4.11,2024,SERPAVI
Benasque,7.36,2024,SERPAVI
Bielsa,5.2,2024,SERPAVI
Biescas,6.92,2024,SERPAVI
Binaced,3.0,2024,SERPAVI
Binéfar,5.04,2024,SERPAVI
Boltaña,4.87,2024,SERPAVI
Broto,6.2,2024,SERPAVI
Caldearenas,1.18,2017,SERPAVI
Campo,4.77,2024,SERPAVI
Candasnos,2.5,2024,SERPAVI
Canfranc,8.65,2024,SERPAVI
Castejón de Sos,6.35,2024,SERPAVI
Castiello de Jaca,7.78,2024,SERPAVI
Castillonroy,2.94,2024,SERPAVI
Esplús,3.14,2024,SERPAVI
Estadilla,2.92,2024,SERPAVI
Fonz,3.22,2024,SERPAVI
Fraga,5.42,2024,SERPAVI
Grañén,3.16,2024,SERPAVI
Graus,3.92,2024,SERPAVI
Gurrea de Gállego,3.12,2024,SERPAVI
Huesca,6.67,2024,SERPAVI
Igriés,7.31,2024,SERPAVI
Jaca,6.67,2024,SERPAVI
Lalueza,1.92,2024,SERPAVI
Lanaja,2.88,2024,SERPAVI
Loporzano,3.56,2024,SERPAVI
Monzón,4.96,2024,SERPAVI
Nueno,5.18,2024,SERPAVI
Panticosa,7.26,2024,SERPAVI
Peralta de Alcofea,1.95,2024,SERPAVI
Sabiñánigo,5.37,2024,SERPAVI
Sahún,5.03,2024,SERPAVI
Sallent de Gállego,7.63,2024,SERPAVI
San Esteban de Litera,3.75,2024,SERPAVI
Sariñena,4.35,2024,SERPAVI
Sena,2.54,2024,SERPAVI
Sesué,6.29,2024,SERPAVI
Siétamo,4.26,2023,SERPAVI
Tamarite de Litera,4.29,2024,SERPAVI
Tardienta,2.8,2024,SERPAVI
Tierz,6.54,2024,SERPAVI
Torrente de Cinca,3.68,2024,SERPAVI
Velilla de Cinca,2.51,2024,SERPAVI
Villanova,7.09,2024,SERPAVI
Villanúa,7.14,2024,SERPAVI
Zaidín,4.16,2024,SERPAVI
Valle de Hecho,3.33,2017,SERPAVI
Puente la Reina de Jaca,4.06,2022,SERPAVI
San Miguel del Cinca,3.05,2024,SERPAVI
"Sotonera, La",3.86,2024,SERPAVI
Aínsa-Sobrarbe,5.3,2024,SERPAVI
Vencillón,2.93,2024,SERPAVI
Alcalá la Real,3.59,2024,SERPAVI
Alcaudete,3.11,2024,SERPAVI
Andújar,3.66,2024,SERPAVI
Arjona,2.98,2024,SERPAVI
Arjonilla,2.83,2024,SERPAVI
Baeza,3.67,2024,SERPAVI
Bailén,3.41,2024,SERPAVI
Beas de Segura,3.32,2024,SERPAVI
Canena,1.41,2024,SERPAVI
"Carolina, La",3.28,2024,SERPAVI
Castellar,0.8,2024,SERPAVI
Castillo de Locubín,2.35,2024,SERPAVI
Cazorla,3.5,2024,SERPAVI
Fuerte del Rey,2.24,2024,SERPAVI
"Guardia de Jaén, La",4.56,2024,SERPAVI
Guarromán,3.0,2021,SERPAVI
Huelma,3.0,2024,SERPAVI
"Iruela, La",5.87,2024,SERPAVI
Jabalquinto,1.76,2024,SERPAVI
Jaén,5.92,2024,SERPAVI
Jamilena,3.16,2024,SERPAVI
Jódar,3.48,2024,SERPAVI
Linares,4.17,2024,SERPAVI
Lopera,3.54,2024,SERPAVI
Mancha Real,3.3,2024,SERPAVI
Marmolejo,3.05,2024,SERPAVI
Martos,4.04,2024,SERPAVI
Mengíbar,3.42,2024,SERPAVI
Navas de San Juan,1.97,2022,SERPAVI
Peal de Becerro,3.13,2024,SERPAVI
Porcuna,2.92,2024,SERPAVI
Pozo Alcón,3.35,2024,SERPAVI
Puente de Génave,4.29,2024,SERPAVI
"Puerta de Segura, La",3.21,2024,SERPAVI
Quesada,2.84,2024,SERPAVI
Rus,2.97,2024,SERPAVI
Sabiote,2.43,2024,SERPAVI
Santa Elena,2.54,2022,SERPAVI
Santisteban del Puerto,2.86,2024,SERPAVI
Segura de la Sierra,4.34,2024,SERPAVI
Siles,2.61,2024,SERPAVI
Sorihuela del Guadalimar,1.64,2024,SERPAVI
Torre del Campo,3.63,2024,SERPAVI
Torredonjimeno,3.32,2024,SERPAVI
Torreperogil,2.92,2024,SERPAVI
Úbeda,3.85,2024,SERPAVI
Vilches,2.99,2024,SERPAVI
Villacarrillo,3.01,2024,SERPAVI
Villanueva de la Reina,2.3,2024,SERPAVI
Villanueva del Arzobispo,3.0,2024,SERPAVI
"Villares, Los",4.26,2024,SERPAVI
Villatorres,3.07,2024,SERPAVI
Santiago-Pontones,2.66,2023,SERPAVI
Arroyo del Ojanco,1.34,2024,SERPAVI
Arganza,2.36,2021,SERPAVI
Astorga,3.64,2024,SERPAVI
"Bañeza, La",3.85,2024,SERPAVI
Bembibre,3.26,2024,SERPAVI
Benavides,3.42,2024,SERPAVI
Boñar,3.46,2024,SERPAVI
Cabañas Raras,3.3,2024,SERPAVI
Cacabelos,3.49,2024,SERPAVI
Camponaraya,3.79,2024,SERPAVI
Carracedelo,3.39,2024,SERPAVI
Carrizo,3.26,2024,SERPAVI
Castropodame,2.29,2024,SERPAVI
Cistierna,4.26,2024,SERPAVI
Congosto,2.99,2024,SERPAVI
Cuadros,3.42,2024,SERPAVI
Cubillos del Sil,3.02,2024,SERPAVI
Chozas de Abajo,3.53,2024,SERPAVI
Fabero,2.81,2024,SERPAVI
Folgoso de la Ribera,2.08,2024,SERPAVI
Garrafe de Torío,3.79,2024,SERPAVI
Hospital de Órbigo,3.24,2024,SERPAVI
León,5.63,2024,SERPAVI
Mansilla de las Mulas,3.68,2024,SERPAVI
Matallana de Torío,3.29,2024,SERPAVI
Onzonilla,3.41,2024,SERPAVI
"Pola de Gordón, La",3.48,2024,SERPAVI
Ponferrada,5.01,2024,SERPAVI
Puebla de Lillo,6.33,2024,SERPAVI
Puente de Domingo Flórez,2.47,2024,SERPAVI
Riaño,4.55,2024,SERPAVI
"Robla, La",3.33,2024,SERPAVI
Sahagún,3.67,2024,SERPAVI
San Andrés del Rabanedo,5.44,2024,SERPAVI
San Justo de la Vega,3.64,2024,SERPAVI
Santa María del Páramo,3.53,2024,SERPAVI
Santovenia de la Valdoncina,4.02,2024,SERPAVI
Sariegos,6.01,2024,SERPAVI
Toreno,2.44,2024,SERPAVI
Torre del Bierzo,1.95,2024,SERPAVI
Valdefresno,3.63,2024,SERPAVI
Valderas,3.49,2024,SERPAVI
Val de San Lorenzo,2.42,2024,SERPAVI
Valencia de Don Juan,4.05,2024,SERPAVI
Valverde de la Virgen,5.71,2024,SERPAVI
Vega de Espinareda,2.46,2024,SERPAVI
Vega de Infanzones,3.55,2024,SERPAVI
Vegas del Condado,2.52,2024,SERPAVI
Villablino,3.28,2024,SERPAVI
Villadangos del Páramo,6.19,2024,SERPAVI
Toral de los Vados,3.63,2024,SERPAVI
Villafranca del Bierzo,3.7,2024,SERPAVI
Villaquilambre,5.74,2024,SERPAVI
Villarejo de Órbigo,3.65,2024,SERPAVI
Villasabariego,4.66,2024,SERPAVI
Villaturiel,3.53,2024,SERPAVI
Àger,5.05,2024,SERPAVI
Agramunt,4.06,2024,SERPAVI
"Alamús, Els",5.84,2024,SERPAVI
Albatàrrec,5.12,2024,SERPAVI
Albesa,4.86,2024,SERPAVI
Alcarràs,6.09,2024,SERPAVI
Alcoletge,5.81,2024,SERPAVI
Alfarràs,3.85,2024,SERPAVI
Alguaire,4.13,2024,SERPAVI
Almacelles,4.73,2024,SERPAVI
Almenar,4.05,2024,SERPAVI
Alpicat,5.86,2024,SERPAVI
Alt Àneu,6.33,2024,SERPAVI
Naut Aran,7.87,2024,SERPAVI
Anglesola,4.46,2024,SERPAVI
Arbeca,3.78,2024,SERPAVI
Artesa de Lleida,2.91,2024,SERPAVI
Artesa de Segre,3.57,2024,SERPAVI
Aitona,3.98,2024,SERPAVI
Balaguer,4.41,2024,SERPAVI
"Vall de Boí, La",6.49,2024,SERPAVI
Belianes,3.21,2024,SERPAVI
Bellcaire d'Urgell,5.41,2024,SERPAVI
Bell-lloc d'Urgell,4.51,2024,SERPAVI
Bellpuig,4.73,2024,SERPAVI
Bellver de Cerdanya,5.69,2024,SERPAVI
Bellvís,4.94,2024,SERPAVI
Benavent de Segrià,4.68,2024,SERPAVI
"Borges Blanques, Les",4.69,2024,SERPAVI
Bossòst,5.76,2024,SERPAVI
Camarasa,3.41,2024,SERPAVI
Castellnou de Seana,5.0,2024,SERPAVI
Castellserà,3.8,2024,SERPAVI
Cervera,4.24,2024,SERPAVI
Cervià de les Garrigues,3.29,2024,SERPAVI
Coll de Nargó,2.7,2024,SERPAVI
Corbins,3.63,2024,SERPAVI
Espot,5.71,2024,SERPAVI
Esterri d'Àneu,5.79,2024,SERPAVI
"Fuliola, La",3.06,2024,SERPAVI
Golmés,3.63,2024,SERPAVI
Gósol,3.25,2024,SERPAVI
Guissona,4.52,2024,SERPAVI
Guixers,1.03,2024,SERPAVI
Ivars d'Urgell,3.29,2024,SERPAVI
Isona i Conca Dellà,3.25,2024,SERPAVI
Juneda,4.24,2024,SERPAVI
Lleida,6.61,2024,SERPAVI
Les,6.29,2024,SERPAVI
Linyola,4.8,2024,SERPAVI
Lladurs,2.28,2024,SERPAVI
Llavorsí,5.15,2024,SERPAVI
Maials,3.65,2024,SERPAVI
Menàrguens,4.79,2024,SERPAVI
Miralcamp,4.92,2024,SERPAVI
Mollerussa,5.22,2024,SERPAVI
Montellà i Martinet,4.08,2024,SERPAVI
Montferrer i Castellbò,6.33,2024,SERPAVI
Oliana,3.01,2024,SERPAVI
Olius,3.79,2024,SERPAVI
Organyà,4.4,2024,SERPAVI
Os de Balaguer,4.82,2024,SERPAVI
"Palau d'Anglesola, El",5.15,2024,SERPAVI
"Coma i la Pedra, La",3.28,2024,SERPAVI
Peramola,4.35,2024,SERPAVI
"Pobla de Segur, La",3.62,2024,SERPAVI
Ponts,3.89,2024,SERPAVI
"Pont de Suert, El",5.23,2024,SERPAVI
Prats i Sansor,6.41,2024,SERPAVI
Prullans,3.87,2024,SERPAVI
Rialp,5.73,2024,SERPAVI
Ribera d'Urgellet,5.69,2024,SERPAVI
Rosselló,6.19,2024,SERPAVI
Salàs de Pallars,4.88,2024,SERPAVI
Sant Guim de Freixenet,3.62,2024,SERPAVI
Sant Llorenç de Morunys,4.64,2024,SERPAVI
Senterada,4.01,2024,SERPAVI
"Seu d'Urgell, La",5.57,2024,SERPAVI
Seròs,4.95,2024,SERPAVI
Sidamon,3.15,2022,SERPAVI
Solsona,4.29,2024,SERPAVI
Soriguera,2.66,2024,SERPAVI
Sort,5.59,2024,SERPAVI
Soses,3.57,2024,SERPAVI
Sudanell,4.2,2024,SERPAVI
Talarn,4.57,2024,SERPAVI
Tàrrega,5.37,2024,SERPAVI
Térmens,5.35,2024,SERPAVI
Torà,3.84,2024,SERPAVI
"Torre de Cabdella, La",5.23,2024,SERPAVI
Torrefarrera,6.02,2024,SERPAVI
Torregrossa,4.16,2024,SERPAVI
Torres de Segre,4.91,2024,SERPAVI
Tremp,4.04,2024,SERPAVI
"Valls de Valira, Les",6.42,2024,SERPAVI
Vallfogona de Balaguer,4.67,2024,SERPAVI
Verdú,5.69,2024,SERPAVI
Vielha e Mijaran,8.33,2024,SERPAVI
Vilagrassa,5.73,2024,SERPAVI
Vilaller,4.07,2024,SERPAVI
Vilanova de Bellpuig,3.65,2024,SERPAVI
Vilanova de Segrià,5.01,2024,SERPAVI
Vila-sana,3.43,2024,SERPAVI
Vilanova de la Barca,4.86,2024,SERPAVI
Vall de Cardós,4.97,2024,SERPAVI
"Guingueta d'Àneu, La",5.81,2024,SERPAVI
Ribera d'Ondara,3.18,2021,SERPAVI
Gimenells i el Pla de la Font,3.36,2024,SERPAVI
Riu de Cerdanya,3.89,2018,SERPAVI
Agoncillo,4.11,2024,SERPAVI
Albelda de Iregua,4.39,2024,SERPAVI
Alberite,4.21,2024,SERPAVI
Alcanadre,3.1,2023,SERPAVI
Aldeanueva de Ebro,3.3,2024,SERPAVI
Alfaro,4.29,2024,SERPAVI
Anguciana,4.96,2024,SERPAVI
Arnedillo,4.96,2024,SERPAVI
Arnedo,4.65,2024,SERPAVI
Arrúbal,5.16,2024,SERPAVI
Autol,3.88,2024,SERPAVI
Baños de Río Tobía,3.57,2024,SERPAVI
Calahorra,5.4,2024,SERPAVI
Casalarreina,4.98,2024,SERPAVI
Cenicero,4.31,2024,SERPAVI
Cervera del Río Alhama,4.12,2024,SERPAVI
Cirueña,4.4,2021,SERPAVI
Entrena,3.86,2024,SERPAVI
Ezcaray,5.82,2024,SERPAVI
Fuenmayor,4.3,2024,SERPAVI
Haro,5.37,2024,SERPAVI
Lardero,6.21,2024,SERPAVI
Logroño,6.44,2024,SERPAVI
Murillo de Río Leza,3.58,2024,SERPAVI
Nájera,4.33,2024,SERPAVI
Nalda,4.12,2020,SERPAVI
Navarrete,4.51,2024,SERPAVI
Pradejón,3.94,2024,SERPAVI
Quel,3.57,2024,SERPAVI
Ribafrecha,3.39,2024,SERPAVI
Rincón de Soto,3.72,2024,SERPAVI
San Asensio,3.37,2024,SERPAVI
Santo Domingo de la Calzada,4.28,2024,SERPAVI
San Vicente de la Sonsierra,4.42,2024,SERPAVI
Sojuela,4.08,2024,SERPAVI
Villamediana de Iregua,5.8,2024,SERPAVI
"Villar de Arnedo, El",2.86,2024,SERPAVI
Abadín,2.64,2024,SERPAVI
Alfoz,1.77,2024,SERPAVI
Antas de Ulla,2.61,2024,SERPAVI
Baleira,2.01,2024,SERPAVI
Barreiros,5.33,2024,SERPAVI
Becerreá,2.52,2024,SERPAVI
Begonte,2.86,2024,SERPAVI
Carballedo,2.28,2024,SERPAVI
Castro de Rei,3.31,2024,SERPAVI
Castroverde,1.86,2024,SERPAVI
Cervo,3.65,2024,SERPAVI
"Corgo, O",3.13,2024,SERPAVI
Cospeito,2.13,2024,SERPAVI
Chantada,3.21,2024,SERPAVI
"Fonsagrada, A",3.07,2024,SERPAVI
Foz,4.57,2024,SERPAVI
Friol,2.71,2024,SERPAVI
Xermade,2.1,2024,SERPAVI
Guitiriz,3.5,2024,SERPAVI
Guntín,2.78,2024,SERPAVI
Xove,3.66,2024,SERPAVI
Láncara,2.41,2024,SERPAVI
Lourenzá,2.51,2024,SERPAVI
Lugo,4.88,2024,SERPAVI
Meira,3.61,2024,SERPAVI
Mondoñedo,3.21,2024,SERPAVI
Monforte de Lemos,3.49,2024,SERPAVI
Monterroso,3.07,2024,SERPAVI
Outeiro de Rei,4.05,2024,SERPAVI
Palas de Rei,2.65,2024,SERPAVI
Pantón,2.6,2024,SERPAVI
"Pastoriza, A",2.27,2024,SERPAVI
Pol,1.67,2024,SERPAVI
"Pobra do Brollón, A",3.17,2024,SERPAVI
"Pontenova, A",2.47,2024,SERPAVI
Portomarín,3.06,2024,SERPAVI
Quiroga,2.62,2024,SERPAVI
Ribadeo,4.55,2024,SERPAVI
Ribas de Sil,3.11,2024,SERPAVI
Rábade,2.53,2024,SERPAVI
Sarria,3.3,2024,SERPAVI
"Saviñao, O",2.66,2024,SERPAVI
Sober,3.4,2024,SERPAVI
Taboada,3.32,2024,SERPAVI
"Valadouro, O",2.82,2024,SERPAVI
"Vicedo, O",2.63,2024,SERPAVI
Vilalba,3.45,2024,SERPAVI
Viveiro,4.17,2024,SERPAVI
Baralla,2.7,2024,SERPAVI
Burela,3.64,2024,SERPAVI
Ajalvir,9.38,2024,SERPAVI
Alameda del Valle,5.48,2024,SERPAVI
"Álamo, El",8.57,2024,SERPAVI
Alcalá de Henares,9.42,2024,SERPAVI
Alcobendas,11.84,2024,SERPAVI
Alcorcón,10.19,2024,SERPAVI
Aldea del Fresno,6.88,2024,SERPAVI
Algete,8.11,2024,SERPAVI
Alpedrete,9.09,2024,SERPAVI
Ambite,5.73,2024,SERPAVI
Anchuelo,7.46,2024,SERPAVI
Aranjuez,7.9,2024,SERPAVI
Arganda del Rey,8.12,2024,SERPAVI
Arroyomolinos,9.31,2024,SERPAVI
Batres,6.85,2024,SERPAVI
Becerril de la Sierra,7.3,2024,SERPAVI
Belmonte de Tajo,5.42,2024,SERPAVI
Berzosa del Lozoya,4.46,2024,SERPAVI
"Berrueco, El",5.84,2024,SERPAVI
Boadilla del Monte,12.64,2024,SERPAVI
"Boalo, El",8.45,2024,SERPAVI
Brunete,9.09,2024,SERPAVI
Buitrago del Lozoya,5.78,2024,SERPAVI
Bustarviejo,6.76,2024,SERPAVI
Cabanillas de la Sierra,5.45,2024,SERPAVI
"Cabrera, La",7.05,2024,SERPAVI
Cadalso de los Vidrios,4.05,2024,SERPAVI
Camarma de Esteruelas,8.62,2024,SERPAVI
Campo Real,7.58,2024,SERPAVI
Canencia,5.13,2024,SERPAVI
Carabaña,5.95,2024,SERPAVI
Casarrubuelos,6.69,2024,SERPAVI
Cenicientos,4.32,2024,SERPAVI
Cercedilla,8.12,2024,SERPAVI
Ciempozuelos,8.04,2024,SERPAVI
Cobeña,9.6,2024,SERPAVI
Colmenar del Arroyo,5.22,2024,SERPAVI
Colmenar de Oreja,4.8,2024,SERPAVI
Colmenarejo,8.33,2024,SERPAVI
Colmenar Viejo,8.72,2024,SERPAVI
Collado Mediano,8.47,2024,SERPAVI
Collado Villalba,9.49,2024,SERPAVI
Corpa,7.14,2024,SERPAVI
Coslada,9.79,2024,SERPAVI
Cubas de la Sagra,7.81,2024,SERPAVI
Chapinería,6.03,2024,SERPAVI
Chinchón,6.63,2024,SERPAVI
