municipality,eur_m2,period,source
Daganzo de Arriba,9.02,2024,SERPAVI
"Escorial, El",8.63,2024,SERPAVI
Estremera,3.66,2024,SERPAVI
Fresnedillas de la Oliva,5.41,2024,SERPAVI
Fresno de Torote,7.25,2024,SERPAVI
Fuenlabrada,9.04,2024,SERPAVI
Fuente el Saz de Jarama,8.96,2024,SERPAVI
Fuentidueña de Tajo,4.25,2024,SERPAVI
Galapagar,8.56,2024,SERPAVI
Garganta de los Montes,6.12,2024,SERPAVI
Gargantilla del Lozoya y Pinilla de Buitrago,4.4,2024,SERPAVI
Getafe,10.2,2024,SERPAVI
Griñón,7.95,2024,SERPAVI
Guadalix de la Sierra,7.45,2024,SERPAVI
Guadarrama,8.45,2024,SERPAVI
Horcajo de la Sierra-Aoslos,5.91,2024,SERPAVI
Hoyo de Manzanares,9.1,2024,SERPAVI
Humanes de Madrid,8.42,2024,SERPAVI
Leganés,9.76,2024,SERPAVI
Loeches,7.02,2024,SERPAVI
Lozoya,4.81,2024,SERPAVI
Madrid,13.97,2024,SERPAVI
Majadahonda,13.21,2024,SERPAVI
Manzanares el Real,8.85,2024,SERPAVI
Meco,8.05,2024,SERPAVI
Mejorada del Campo,8.78,2024,SERPAVI
Miraflores de la Sierra,7.56,2024,SERPAVI
"Molar, El",8.23,2024,SERPAVI
"Molinos, Los",7.38,2024,SERPAVI
Montejo de la Sierra,5.25,2024,SERPAVI
Moraleja de Enmedio,6.8,2024,SERPAVI
Moralzarzal,9.05,2024,SERPAVI
Morata de Tajuña,6.58,2024,SERPAVI
Móstoles,9.22,2024,SERPAVI
Navacerrada,8.49,2024,SERPAVI
Navalafuente,6.52,2024,SERPAVI
Navalagamella,7.38,2024,SERPAVI
Navalcarnero,7.99,2024,SERPAVI
Navas del Rey,5.11,2024,SERPAVI
Nuevo Baztán,5.79,2024,SERPAVI
Olmeda de las Fuentes,5.36,2024,SERPAVI
Orusco de Tajuña,5.07,2024,SERPAVI
Paracuellos de Jarama,9.98,2024,SERPAVI
Parla,8.21,2024,SERPAVI
Patones,5.53,2024,SERPAVI
Pedrezuela,8.49,2024,SERPAVI
Pelayos de la Presa,5.35,2024,SERPAVI
Perales de Tajuña,6.54,2024,SERPAVI
Pezuela de las Torres,4.44,2024,SERPAVI
Pinilla del Valle,4.14,2024,SERPAVI
Pinto,9.43,2024,SERPAVI
Piñuécar-Gandullas,3.35,2024,SERPAVI
Pozuelo de Alarcón,13.67,2024,SERPAVI
Pozuelo del Rey,7.3,2024,SERPAVI
Prádena del Rincón,4.31,2024,SERPAVI
Quijorna,7.92,2024,SERPAVI
Rascafría,5.37,2024,SERPAVI
Redueña,4.81,2024,SERPAVI
Ribatejada,5.71,2024,SERPAVI
Rivas-Vaciamadrid,9.16,2024,SERPAVI
Robledo de Chavela,6.79,2024,SERPAVI
"Rozas de Madrid, Las",13.4,2024,SERPAVI
Rozas de Puerto Real,3.76,2024,SERPAVI
San Agustín del Guadalix,9.94,2024,SERPAVI
San Fernando de Henares,9.7,2024,SERPAVI
San Lorenzo de El Escorial,8.93,2024,SERPAVI
San Martín de la Vega,6.95,2024,SERPAVI
San Martín de Valdeiglesias,5.47,2024,SERPAVI
San Sebastián de los Reyes,11.48,2024,SERPAVI
Santa María de la Alameda,4.72,2024,SERPAVI
Santorcaz,5.75,2024,SERPAVI
"Santos de la Humosa, Los",6.73,2024,SERPAVI
Serranillos del Valle,7.21,2024,SERPAVI
Sevilla la Nueva,8.83,2024,SERPAVI
Soto del Real,8.36,2024,SERPAVI
Talamanca de Jarama,7.8,2024,SERPAVI
Tielmes,6.87,2024,SERPAVI
Titulcia,4.62,2024,SERPAVI
Torrejón de Ardoz,9.21,2024,SERPAVI
Torrejón de la Calzada,7.58,2024,SERPAVI
Torrejón de Velasco,7.11,2024,SERPAVI
Torrelaguna,6.63,2024,SERPAVI
Torrelodones,11.86,2024,SERPAVI
Torremocha de Jarama,5.44,2024,SERPAVI
Torres de la Alameda,7.24,2024,SERPAVI
Valdeavero,8.06,2024,SERPAVI
Valdelaguna,5.65,2024,SERPAVI
Valdemanco,4.86,2024,SERPAVI
Valdemaqueda,4.24,2024,SERPAVI
Valdemorillo,9.16,2024,SERPAVI
Valdemoro,8.96,2024,SERPAVI
Valdeolmos-Alalpardo,8.09,2024,SERPAVI
Valdepiélagos,5.72,2024,SERPAVI
Valdetorres de Jarama,7.38,2024,SERPAVI
Valdilecha,6.25,2024,SERPAVI
Valverde de Alcalá,5.56,2024,SERPAVI
Velilla de San Antonio,8.76,2024,SERPAVI
"Vellón, El",7.94,2024,SERPAVI
Venturada,6.12,2024,SERPAVI
Villaconejos,4.0,2024,SERPAVI
Villa del Prado,6.11,2024,SERPAVI
Villalbilla,8.58,2024,SERPAVI
Villamanrique de Tajo,7.06,2024,SERPAVI
Villamanta,6.21,2024,SERPAVI
Villamantilla,7.25,2024,SERPAVI
Villanueva de la Cañada,11.78,2024,SERPAVI
Villanueva del Pardillo,10.58,2024,SERPAVI
Villanueva de Perales,6.2,2024,SERPAVI
Villar del Olmo,5.32,2024,SERPAVI
Villarejo de Salvanés,5.62,2024,SERPAVI
Villaviciosa de Odón,12.91,2024,SERPAVI
Villavieja del Lozoya,5.0,2024,SERPAVI
Zarzalejo,4.95,2024,SERPAVI
Lozoyuela-Navas-Sieteiglesias,5.56,2024,SERPAVI
Puentes Viejas,5.03,2024,SERPAVI
Tres Cantos,11.5,2024,SERPAVI
Alameda,3.68,2024,SERPAVI
Alcaucín,6.22,2024,SERPAVI
Algarrobo,8.11,2024,SERPAVI
Alhaurín de la Torre,8.69,2024,SERPAVI
Alhaurín el Grande,6.61,2024,SERPAVI
Almáchar,3.45,2024,SERPAVI
Almogía,4.52,2024,SERPAVI
Álora,4.87,2024,SERPAVI
Alozaina,3.32,2024,SERPAVI
Antequera,5.5,2024,SERPAVI
Archidona,3.26,2024,SERPAVI
Ardales,3.83,2024,SERPAVI
Arenas,3.32,2023,SERPAVI
Arriate,3.3,2024,SERPAVI
Benahavís,10.77,2024,SERPAVI
Benalmádena,10.08,2024,SERPAVI
Benamocarra,3.26,2024,SERPAVI
"Burgo, El",2.08,2024,SERPAVI
Campillos,4.07,2024,SERPAVI
Canillas de Aceituno,6.42,2024,SERPAVI
Cártama,7.57,2024,SERPAVI
Casabermeja,5.95,2024,SERPAVI
Casarabonela,4.96,2024,SERPAVI
Casares,10.29,2024,SERPAVI
Coín,5.95,2024,SERPAVI
Colmenar,3.28,2024,SERPAVI
Comares,3.23,2024,SERPAVI
Cómpeta,4.82,2024,SERPAVI
Cortes de la Frontera,1.33,2024,SERPAVI
Cuevas del Becerro,2.63,2024,SERPAVI
Cuevas de San Marcos,2.3,2024,SERPAVI
Estepona,8.36,2024,SERPAVI
Frigiliana,7.53,2024,SERPAVI
Fuengirola,9.29,2024,SERPAVI
Fuente de Piedra,4.57,2024,SERPAVI
Gaucín,3.13,2024,SERPAVI
Guaro,8.01,2024,SERPAVI
Humilladero,3.43,2024,SERPAVI
Istán,6.33,2024,SERPAVI
Macharaviaya,4.88,2024,SERPAVI
Málaga,9.55,2024,SERPAVI
Manilva,8.13,2024,SERPAVI
Marbella,9.63,2024,SERPAVI
Mijas,8.68,2024,SERPAVI
Mollina,4.36,2024,SERPAVI
Monda,7.47,2024,SERPAVI
Nerja,7.92,2024,SERPAVI
Ojén,8.35,2024,SERPAVI
Periana,4.24,2024,SERPAVI
Pizarra,5.89,2024,SERPAVI
Rincón de la Victoria,8.74,2024,SERPAVI
Riogordo,3.59,2024,SERPAVI
Ronda,5.1,2024,SERPAVI
Sayalonga,5.36,2024,SERPAVI
Sedella,4.38,2024,SERPAVI
Sierra de Yeguas,2.94,2024,SERPAVI
Tolox,4.17,2024,SERPAVI
Torrox,7.76,2024,SERPAVI
Totalán,5.32,2024,SERPAVI
Vélez-Málaga,6.84,2024,SERPAVI
Villanueva de Algaidas,4.11,2024,SERPAVI
Villanueva del Rosario,2.85,2024,SERPAVI
Villanueva del Trabuco,2.97,2024,SERPAVI
Viñuela,4.71,2024,SERPAVI
Yunquera,4.11,2024,SERPAVI
Torremolinos,10.17,2024,SERPAVI
Villanueva de la Concepción,2.75,2024,SERPAVI
Abanilla,3.27,2024,SERPAVI
Abarán,3.2,2024,SERPAVI
Águilas,4.88,2024,SERPAVI
Alcantarilla,4.31,2024,SERPAVI
Alguazas,3.84,2024,SERPAVI
Alhama de Murcia,4.69,2024,SERPAVI
Archena,4.32,2024,SERPAVI
Beniel,3.88,2024,SERPAVI
Blanca,2.77,2024,SERPAVI
Bullas,3.52,2024,SERPAVI
Calasparra,3.31,2024,SERPAVI
Campos del Río,3.12,2024,SERPAVI
Caravaca de la Cruz,3.66,2024,SERPAVI
Cartagena,5.42,2024,SERPAVI
Cehegín,3.52,2024,SERPAVI
Ceutí,4.25,2024,SERPAVI
Cieza,3.88,2024,SERPAVI
Fortuna,3.48,2024,SERPAVI
Fuente Álamo de Murcia,3.77,2024,SERPAVI
Jumilla,3.57,2024,SERPAVI
Librilla,3.56,2024,SERPAVI
Lorca,4.82,2024,SERPAVI
Lorquí,4.1,2024,SERPAVI
Mazarrón,4.93,2024,SERPAVI
Molina de Segura,5.27,2024,SERPAVI
Moratalla,3.15,2024,SERPAVI
Mula,3.53,2024,SERPAVI
Murcia,6.52,2024,SERPAVI
Pliego,2.94,2024,SERPAVI
Puerto Lumbreras,3.86,2024,SERPAVI
San Javier,5.95,2024,SERPAVI
San Pedro del Pinatar,5.32,2024,SERPAVI
Torre-Pacheco,4.68,2024,SERPAVI
"Torres de Cotillas, Las",4.55,2024,SERPAVI
Totana,4.06,2024,SERPAVI
"Unión, La",4.95,2024,SERPAVI
Villanueva del Río Segura,6.48,2024,SERPAVI
Yecla,3.54,2024,SERPAVI
Santomera,4.01,2024,SERPAVI
"Alcázares, Los",5.43,2024,SERPAVI
Ablitas,3.87,2024,SERPAVI
Aibar/Oibar,3.18,2023,SERPAVI
Altsasu/Alsasua,4.6,2024,SERPAVI
Allo,3.33,2023,SERPAVI
Andosilla,3.67,2024,SERPAVI
Ansoáin/Antsoain,7.54,2024,SERPAVI
Aoiz/Agoitz,4.66,2024,SERPAVI
Aranguren,6.82,2024,SERPAVI
Arbizu,3.99,2024,SERPAVI
"Arcos, Los",4.19,2024,SERPAVI
Arguedas,4.12,2024,SERPAVI
Artajona,4.54,2024,SERPAVI
Ayegui/Aiegi,4.87,2024,SERPAVI
Azagra,3.84,2024,SERPAVI
Basaburua,4.51,2024,SERPAVI
Baztan,4.93,2024,SERPAVI
Buñuel,3.63,2024,SERPAVI
Burlada/Burlata,6.85,2024,SERPAVI
Cadreita,3.33,2024,SERPAVI
Caparroso,4.26,2024,SERPAVI
Carcastillo,3.54,2024,SERPAVI
Cascante,4.07,2024,SERPAVI
Castejón,4.35,2024,SERPAVI
Cintruénigo,4.05,2024,SERPAVI
Cizur,5.74,2024,SERPAVI
Corella,4.2,2024,SERPAVI
Cortes,3.38,2024,SERPAVI
Etxarri Aranatz,4.72,2024,SERPAVI
Valle de Egüés/Eguesibar,6.36,2024,SERPAVI
Noáin (Valle de Elorz)/Noain (Elortzibar),6.79,2024,SERPAVI
Estella-Lizarra,5.42,2024,SERPAVI
Esteribar,5.56,2024,SERPAVI
Ezcabarte,6.77,2024,SERPAVI
Falces,3.39,2024,SERPAVI
Fitero,3.81,2024,SERPAVI
Funes,3.63,2024,SERPAVI
Fustiñana,4.05,2024,SERPAVI
Galar,6.0,2024,SERPAVI
Huarte/Uharte,7.15,2024,SERPAVI
Uharte Arakil,3.97,2024,SERPAVI
Isaba/Izaba,5.67,2024,SERPAVI
Iza/Itza,6.83,2024,SERPAVI
Lakuntza,4.6,2024,SERPAVI
Larraga,3.83,2024,SERPAVI
Leitza,4.72,2024,SERPAVI
Lerín,3.62,2024,SERPAVI
Lesaka,4.87,2024,SERPAVI
Lodosa,4.22,2024,SERPAVI
Lumbier,4.21,2024,SERPAVI
Marcilla,3.83,2024,SERPAVI
Mendavia,3.95,2024,SERPAVI
Mendigorria,4.84,2024,SERPAVI
Milagro,4.32,2024,SERPAVI
Monreal/Elo,4.82,2023,SERPAVI
Murchante,5.05,2024,SERPAVI
Murieta,3.67,2024,SERPAVI
Obanos,4.09,2024,SERPAVI
Ochagavía/Otsagabia,6.84,2023,SERPAVI
Olazti/Olazagutía,3.77,2024,SERPAVI
Olite/Erriberri,4.81,2024,SERPAVI
Cendea de Olza/Oltza Zendea,5.61,2024,SERPAVI
Pamplona/Iruña,7.93,2024,SERPAVI
Peralta/Azkoien,4.65,2024,SERPAVI
Puente la Reina/Gares,5.17,2024,SERPAVI
Ribaforada,3.47,2024,SERPAVI
San Adrián,4.33,2024,SERPAVI
Sangüesa/Zangoza,4.93,2024,SERPAVI
Doneztebe/Santesteban,4.68,2024,SERPAVI
Sesma,3.26,2023,SERPAVI
Tafalla,4.84,2024,SERPAVI
Tiebas-Muruarte de Reta,4.42,2022,SERPAVI
Tudela,6.01,2024,SERPAVI
Ultzama,4.18,2024,SERPAVI
Valtierra,3.76,2024,SERPAVI
Bera,5.18,2024,SERPAVI
Viana,4.61,2024,SERPAVI
Villafranca,3.86,2024,SERPAVI
Villatuerta,4.53,2024,SERPAVI
Villava/Atarrabia,7.02,2024,SERPAVI
Valle de Yerri/Deierri,2.76,2024,SERPAVI
Barañáin/Barañain,7.87,2024,SERPAVI
Berrioplano/Berriobeiti,7.32,2024,SERPAVI
Berriozar,6.46,2024,SERPAVI
Irurtzun,4.97,2024,SERPAVI
Beriáin,5.9,2024,SERPAVI
Orkoien,6.27,2024,SERPAVI
Zizur Mayor/Zizur Nagusia,7.08,2024,SERPAVI
Lekunberri,4.28,2024,SERPAVI
Allariz,3.89,2024,SERPAVI
Amoeiro,2.77,2024,SERPAVI
Bande,2.43,2024,SERPAVI
Barbadás,4.74,2024,SERPAVI
"Barco de Valdeorras, O",3.85,2024,SERPAVI
Beade,2.88,2024,SERPAVI
Carballeda de Valdeorras,1.84,2024,SERPAVI
"Carballiño, O",3.55,2024,SERPAVI
Cartelle,2.12,2022,SERPAVI
Castro Caldelas,2.48,2024,SERPAVI
Celanova,3.14,2024,SERPAVI
Cenlle,3.11,2024,SERPAVI
Coles,3.39,2024,SERPAVI
Cortegada,2.34,2024,SERPAVI
Entrimo,3.07,2024,SERPAVI
Xinzo de Limia,3.11,2024,SERPAVI
"Gudiña, A",3.12,2024,SERPAVI
Xunqueira de Ambía,1.96,2024,SERPAVI
Leiro,2.23,2024,SERPAVI
Lobios,3.09,2024,SERPAVI
Maceda,2.84,2024,SERPAVI
Maside,3.07,2024,SERPAVI
"Merca, A",3.53,2024,SERPAVI
Nogueira de Ramuín,3.28,2024,SERPAVI
Ourense,5.07,2024,SERPAVI
Paderne de Allariz,3.06,2024,SERPAVI
"Pereiro de Aguiar, O",4.15,2024,SERPAVI
"Peroxa, A",2.69,2024,SERPAVI
Petín,2.21,2024,SERPAVI
Piñor,2.12,2024,SERPAVI
"Pobra de Trives, A",2.86,2024,SERPAVI
Ribadavia,3.02,2024,SERPAVI
Riós,2.86,2024,SERPAVI
"Rúa, A",2.97,2024,SERPAVI
Rubiá,3.4,2024,SERPAVI
San Cibrao das Viñas,4.28,2024,SERPAVI
San Cristovo de Cea,3.12,2024,SERPAVI
Sandiás,2.06,2024,SERPAVI
Taboadela,2.87,2024,SERPAVI
Toén,3.92,2024,SERPAVI
Verín,3.4,2024,SERPAVI
Viana do Bolo,3.15,2024,SERPAVI
Vilamarín,3.15,2024,SERPAVI
Vilamartín de Valdeorras,2.64,2024,SERPAVI
Allande,3.84,2024,SERPAVI
Aller,4.2,2024,SERPAVI
Avilés,5.98,2024,SERPAVI
Belmonte de Miranda,3.72,2021,SERPAVI
Bimenes,3.13,2024,SERPAVI
Boal,3.29,2024,SERPAVI
Cabrales,4.35,2024,SERPAVI
Cabranes,3.81,2024,SERPAVI
Candamo,3.7,2024,SERPAVI
Cangas del Narcea,4.69,2024,SERPAVI
Cangas de Onís,5.65,2024,SERPAVI
Carreño,5.54,2024,SERPAVI
Caso,2.64,2024,SERPAVI
Castrillón,6.16,2024,SERPAVI
Castropol,4.11,2024,SERPAVI
Coaña,5.56,2024,SERPAVI
Colunga,6.01,2024,SERPAVI
Corvera de Asturias,4.98,2024,SERPAVI
Cudillero,4.49,2024,SERPAVI
"Franco, El",4.11,2024,SERPAVI
Gijón,7.21,2024,SERPAVI
Gozón,6.31,2024,SERPAVI
Grado,4.22,2024,SERPAVI
Grandas de Salime,3.49,2024,SERPAVI
Illas,4.22,2024,SERPAVI
Langreo,4.9,2024,SERPAVI
Laviana,4.16,2024,SERPAVI
Lena,4.05,2024,SERPAVI
Valdés,4.66,2024,SERPAVI
Llanera,5.56,2024,SERPAVI
Llanes,6.02,2024,SERPAVI
Mieres,5.0,2024,SERPAVI
Morcín,5.04,2024,SERPAVI
Muros de Nalón,6.56,2024,SERPAVI
Nava,4.74,2024,SERPAVI
Navia,5.07,2024,SERPAVI
Noreña,5.19,2024,SERPAVI
Onís,3.39,2018,SERPAVI
Oviedo,7.32,2024,SERPAVI
Parres,5.0,2024,SERPAVI
Peñamellera Baja,5.6,2024,SERPAVI
Piloña,4.28,2024,SERPAVI
Pravia,4.27,2024,SERPAVI
Proaza,3.79,2024,SERPAVI
Quirós,2.07,2024,SERPAVI
"Regueras, Las",4.29,2024,SERPAVI
Ribadedeva,6.02,2024,SERPAVI
Ribadesella,5.8,2024,SERPAVI
Ribera de Arriba,3.54,2024,SERPAVI
Riosa,3.17,2024,SERPAVI
Salas,4.15,2024,SERPAVI
San Martín del Rey Aurelio,4.15,2024,SERPAVI
Santo Adriano,3.85,2023,SERPAVI
Sariego,4.93,2024,SERPAVI
Siero,6.02,2024,SERPAVI
Sobrescobio,3.51,2024,SERPAVI
Somiedo,5.86,2024,SERPAVI
Soto del Barco,5.93,2024,SERPAVI
Tapia de Casariego,5.01,2024,SERPAVI
Teverga,3.58,2024,SERPAVI
Tineo,3.58,2024,SERPAVI
Vegadeo,3.78,2024,SERPAVI
Villaviciosa,5.61,2024,SERPAVI
Aguilar de Campoo,5.76,2024,SERPAVI
Alar del Rey,3.79,2024,SERPAVI
Astudillo,3.21,2024,SERPAVI
Baltanás,3.02,2024,SERPAVI
Venta de Baños,4.41,2024,SERPAVI
Barruelo de Santullán,2.81,2024,SERPAVI
Carrión de los Condes,3.52,2024,SERPAVI
Cervera de Pisuerga,4.17,2024,SERPAVI
Dueñas,4.53,2024,SERPAVI
Frómista,3.52,2024,SERPAVI
Fuentes de Valdepero,4.16,2022,SERPAVI
Grijota,5.5,2024,SERPAVI
Guardo,4.1,2024,SERPAVI
Herrera de Pisuerga,3.88,2024,SERPAVI
Husillos,3.1,2022,SERPAVI
Magaz de Pisuerga,3.19,2024,SERPAVI
Palencia,5.76,2024,SERPAVI
Paredes de Nava,3.85,2024,SERPAVI
Saldaña,3.73,2024,SERPAVI
Salinas de Pisuerga,2.63,2024,SERPAVI
Torquemada,2.52,2024,SERPAVI
Villada,4.23,2024,SERPAVI
Villalobón,6.5,2024,SERPAVI
Villamuriel de Cerrato,4.44,2024,SERPAVI
Osorno la Mayor,4.67,2024,SERPAVI
Agaete,6.79,2024,SERPAVI
Agüimes,7.37,2024,SERPAVI
Antigua,9.18,2024,SERPAVI
Arrecife,7.1,2024,SERPAVI
Arucas,6.33,2024,SERPAVI
Firgas,4.51,2024,SERPAVI
Gáldar,6.1,2024,SERPAVI
Haría,7.68,2024,SERPAVI
Ingenio,6.22,2024,SERPAVI
Mogán,13.1,2024,SERPAVI
Moya,6.67,2024,SERPAVI
"Oliva, La",8.59,2024,SERPAVI
Pájara,8.87,2024,SERPAVI
"Palmas de Gran Canaria, Las",8.1,2024,SERPAVI
Puerto del Rosario,6.82,2024,SERPAVI
San Bartolomé,8.57,2024,SERPAVI
San Bartolomé de Tirajana,8.93,2024,SERPAVI
"Aldea de San Nicolás, La",5.1,2024,SERPAVI
Santa Brígida,7.0,2024,SERPAVI
Santa Lucía de Tirajana,6.77,2024,SERPAVI
Santa María de Guía de Gran Canaria,6.08,2024,SERPAVI
Teguise,9.22,2024,SERPAVI
Tejeda,3.4,2024,SERPAVI
Telde,7.14,2024,SERPAVI
Teror,5.71,2024,SERPAVI
Tías,9.7,2024,SERPAVI
Tinajo,8.33,2024,SERPAVI
Tuineje,7.07,2024,SERPAVI
Valsequillo de Gran Canaria,6.09,2024,SERPAVI
Valleseco,4.73,2024,SERPAVI
Vega de San Mateo,5.88,2024,SERPAVI
Yaiza,9.37,2024,SERPAVI
Arbo,2.93,2024,SERPAVI
Barro,4.27,2024,SERPAVI
Baiona,7.27,2024,SERPAVI
Bueu,4.93,2024,SERPAVI
Caldas de Reis,3.95,2024,SERPAVI
Cambados,4.63,2024,SERPAVI
Cangas,5.63,2024,SERPAVI
"Cañiza, A",4.33,2024,SERPAVI
Catoira,4.01,2024,SERPAVI
Covelo,4.71,2024,SERPAVI
Crecente,2.86,2024,SERPAVI
Cuntis,3.98,2024,SERPAVI
"Estrada, A",3.59,2024,SERPAVI
Forcarei,2.29,2024,SERPAVI
Fornelos de Montes,3.26,2024,SERPAVI
Agolada,2.43,2024,SERPAVI
Gondomar,6.67,2024,SERPAVI
"Grove, O",4.5,2024,SERPAVI
"Guarda, A",4.43,2024,SERPAVI
Lalín,3.84,2024,SERPAVI
"Lama, A",2.27,2024,SERPAVI
Marín,4.46,2024,SERPAVI
Meaño,4.53,2024,SERPAVI
Meis,4.64,2024,SERPAVI
Moaña,5.0,2024,SERPAVI
Mondariz,4.76,2024,SERPAVI
Mondariz-Balneario,6.4,2024,SERPAVI
Moraña,3.92,2024,SERPAVI
Mos,5.85,2024,SERPAVI
"Neves, As",3.99,2024,SERPAVI
Nigrán,7.03,2024,SERPAVI
Oia,3.05,2024,SERPAVI
Pazos de Borbén,3.97,2024,SERPAVI
Pontevedra,6.32,2024,SERPAVI
"Porriño, O",6.16,2024,SERPAVI
Portas,3.62,2024,SERPAVI
Poio,6.06,2024,SERPAVI
Ponteareas,4.33,2024,SERPAVI
Ponte Caldelas,4.54,2024,SERPAVI
Pontecesures,3.73,2024,SERPAVI
Redondela,5.46,2024,SERPAVI
Ribadumia,4.34,2024,SERPAVI
Rodeiro,2.24,2024,SERPAVI
"Rosal, O",4.96,2024,SERPAVI
Salceda de Caselas,4.81,2024,SERPAVI
Salvaterra de Miño,5.0,2024,SERPAVI
Sanxenxo,5.68,2024,SERPAVI
Silleda,3.65,2024,SERPAVI
Soutomaior,4.94,2024,SERPAVI
Tomiño,4.56,2024,SERPAVI
Tui,4.61,2024,SERPAVI
Valga,3.72,2024,SERPAVI
Vigo,7.61,2024,SERPAVI
Vilaboa,2.15,2024,SERPAVI
Vila de Cruces,2.91,2024,SERPAVI
Vilagarcía de Arousa,5.1,2024,SERPAVI
Vilanova de Arousa,4.65,2024,SERPAVI
"Illa de Arousa, A",5.62,2024,SERPAVI
Cerdedo-Cotobade,2.9,2024,SERPAVI
Alba de Tormes,3.19,2024,SERPAVI
"Alberca, La",3.34,2024,SERPAVI
Aldeadávila de la Ribera,1.98,2024,SERPAVI
Aldealengua,5.09,2024,SERPAVI
Aldearrubia,2.77,2022,SERPAVI
Aldeatejada,5.01,2024,SERPAVI
Arapiles,4.01,2024,SERPAVI
Babilafuente,3.19,2024,SERPAVI
Béjar,4.18,2024,SERPAVI
Cabrerizos,4.76,2024,SERPAVI
Calvarrasa de Abajo,4.67,2024,SERPAVI
Calzada de Valdunciel,4.3,2024,SERPAVI
Candelario,4.59,2024,SERPAVI
Carbajosa de la Sagrada,4.9,2024,SERPAVI
Carrascal de Barregas,4.07,2024,SERPAVI
Castellanos de Moriscos,5.33,2024,SERPAVI
Ciudad Rodrigo,3.33,2024,SERPAVI
Doñinos de Salamanca,4.17,2024,SERPAVI
"Fuente de San Esteban, La",3.23,2024,SERPAVI
Fuentes de Oñoro,2.55,2020,SERPAVI
Galindo y Perahuy,3.65,2021,SERPAVI
Guijuelo,4.0,2024,SERPAVI
Ledesma,3.16,2024,SERPAVI
Linares de Riofrío,1.67,2016,SERPAVI
Lumbrales,2.41,2024,SERPAVI
Miranda de Azán,4.11,2024,SERPAVI
Monterrubio de Armuña,3.99,2024,SERPAVI
Moriscos,5.29,2024,SERPAVI
Mozárbez,4.4,2024,SERPAVI
Pelabravo,4.66,2024,SERPAVI
Peñaranda de Bracamonte,3.24,2024,SERPAVI
Salamanca,6.38,2024,SERPAVI
San Cristóbal de la Cuesta,4.91,2024,SERPAVI
Santa Marta de Tormes,5.17,2024,SERPAVI
"Santos, Los",2.39,2014,SERPAVI
Terradillos,3.87,2024,SERPAVI
Villamayor,4.88,2024,SERPAVI
Villares de la Reina,4.8,2024,SERPAVI
Villoria,2.37,2021,SERPAVI
Vitigudino,3.12,2024,SERPAVI
Adeje,10.0,2024,SERPAVI
Alajeró,7.82,2024,SERPAVI
Arafo,5.81,2024,SERPAVI
Arico,9.03,2024,SERPAVI
Arona,9.15,2024,SERPAVI
Barlovento,2.53,2024,SERPAVI
Breña Alta,6.21,2024,SERPAVI
Breña Baja,7.78,2024,SERPAVI
Buenavista del Norte,6.18,2024,SERPAVI
Candelaria,9.37,2024,SERPAVI
Fasnia,7.33,2024,SERPAVI
Frontera,7.07,2024,SERPAVI
Fuencaliente de la Palma,7.35,2024,SERPAVI
Garachico,7.41,2024,SERPAVI
Garafía,3.33,2024,SERPAVI
Granadilla de Abona,8.47,2024,SERPAVI
"Guancha, La",6.21,2024,SERPAVI
Guía de Isora,8.64,2024,SERPAVI
Güímar,8.08,2024,SERPAVI
Hermigua,5.48,2024,SERPAVI
Icod de los Vinos,5.33,2024,SERPAVI
San Cristóbal de La Laguna,7.31,2024,SERPAVI
"Llanos de Aridane, Los",6.65,2024,SERPAVI
"Matanza de Acentejo, La",6.49,2024,SERPAVI
"Orotava, La",5.95,2024,SERPAVI
"Paso, El",5.88,2024,SERPAVI
Puerto de la Cruz,10.21,2024,SERPAVI
Puntagorda,7.07,2024,SERPAVI
Puntallana,7.69,2024,SERPAVI
"Realejos, Los",5.97,2024,SERPAVI
"Rosario, El",8.82,2024,SERPAVI
San Andrés y Sauces,4.84,2024,SERPAVI
San Juan de la Rambla,6.04,2024,SERPAVI
San Miguel de Abona,8.83,2024,SERPAVI
San Sebastián de la Gomera,7.36,2024,SERPAVI
Santa Cruz de la Palma,6.61,2024,SERPAVI
Santa Cruz de Tenerife,7.8,2024,SERPAVI
Santa Úrsula,5.9,2024,SERPAVI
Santiago del Teide,9.11,2024,SERPAVI
"Sauzal, El",6.58,2024,SERPAVI
"Silos, Los",5.91,2024,SERPAVI
Tacoronte,6.91,2024,SERPAVI
"Tanque, El",4.77,2024,SERPAVI
Tazacorte,7.05,2024,SERPAVI
Tegueste,6.11,2024,SERPAVI
Tijarafe,4.3,2024,SERPAVI
Valverde,8.27,2024,SERPAVI
Valle Gran Rey,8.68,2024,SERPAVI
Vallehermoso,6.0,2024,SERPAVI
"Victoria de Acentejo, La",6.02,2024,SERPAVI
Vilaflor,3.13,2024,SERPAVI
Villa de Mazo,5.23,2024,SERPAVI
"Pinar de El Hierro, El",8.09,2024,SERPAVI
Alfoz de Lloredo,6.73,2024,SERPAVI
Ampuero,4.53,2024,SERPAVI
Arenas de Iguña,4.34,2024,SERPAVI
Argoños,5.69,2024,SERPAVI
Arnuero,5.67,2024,SERPAVI
"Astillero, El",6.79,2024,SERPAVI
Bárcena de Cicero,5.59,2024,SERPAVI
Bareyo,5.95,2024,SERPAVI
Cabezón de la Sal,5.39,2024,SERPAVI
Cabezón de Liébana,4.06,2024,SERPAVI
Camaleño,3.81,2024,SERPAVI
Camargo,6.78,2024,SERPAVI
